objective_name,variable_name,coefficient
PENALTY,R0301448,200
PENALTY,R0201448,-40
PENALTY,R0101448,-21
PENALTY,R0301449,200
PENALTY,R0201449,-40
PENALTY,R0101449,-21
PENALTY,R0301450,220
PENALTY,R0201450,-44
PENALTY,R0101450,-23.1
PENALTY,R0301451,200
PENALTY,R0201451,-40
PENALTY,R0101451,-21
PENALTY,R0301452,220
PENALTY,R0201452,-44
PENALTY,R0101452,-23.1
PENALTY,R0301453,230
PENALTY,R0201453,-46
PENALTY,R0101453,-24.15
PENALTY,R0301454,200
PENALTY,R0201454,-40
PENALTY,R0101454,-21
PENALTY,R0301455,200
PENALTY,R0201455,-40
PENALTY,R0101455,-21
PENALTY,R0301456,270
PENALTY,R0201456,-54
PENALTY,R0101456,-28.35
PENALTY,R0301457,200
PENALTY,R0201457,-40
PENALTY,R0101457,-21
PENALTY,R0301458,200
PENALTY,R0201458,-40
PENALTY,R0101458,-21
PENALTY,R0301459,200
PENALTY,R0201459,-40
PENALTY,R0101459,-21
PENALTY,R0301460,270
PENALTY,R0201460,-54
PENALTY,R0101460,-28.35
PENALTY,R0301461,200
PENALTY,R0201461,-40
PENALTY,R0101461,-21
PENALTY,R0301462,200
PENALTY,R0201462,-40
PENALTY,R0101462,-21
PENALTY,R0301463,200
PENALTY,R0201463,-40
PENALTY,R0101463,-21
PENALTY,R0301464,270
PENALTY,R0201464,-54
PENALTY,R0101464,-28.35
PENALTY,R0301465,200
PENALTY,R0201465,-40
PENALTY,R0101465,-21
PENALTY,R0301466,200
PENALTY,R0201466,-40
PENALTY,R0101466,-21
PENALTY,R0301467,750
PENALTY,R0201467,-150
PENALTY,R0101467,-78.75
PENALTY,R0301468,200
PENALTY,R0201468,-40
PENALTY,R0101468,-21
PENALTY,R0301469,200
PENALTY,R0201469,-40
PENALTY,R0101469,-21
PENALTY,R0301470,200
PENALTY,R0201470,-40
PENALTY,R0101470,-21
PENALTY,R0301471,200
PENALTY,R0201471,-40
PENALTY,R0101471,-21
PENALTY,R0301472,200
PENALTY,R0201472,-40
PENALTY,R0101472,-21
PENALTY,R0301473,240
PENALTY,R0201473,-48
PENALTY,R0101473,-25.2
PENALTY,R0301474,200
PENALTY,R0201474,-40
PENALTY,R0101474,-21
PENALTY,R0301475,200
PENALTY,R0201475,-40
PENALTY,R0101475,-21
PENALTY,R0301476,230
PENALTY,R0201476,-46
PENALTY,R0101476,-24.15
PENALTY,R0301477,200
PENALTY,R0201477,-40
PENALTY,R0101477,-21
PENALTY,R0301478,200
PENALTY,R0201478,-40
PENALTY,R0101478,-21
PENALTY,R0301479,200
PENALTY,R0201479,-40
PENALTY,R0101479,-21
PENALTY,R0301480,200
PENALTY,R0201480,-40
PENALTY,R0101480,-21
PENALTY,R0301481,290
PENALTY,R0201481,-58
PENALTY,R0101481,-30.45
PENALTY,R0301482,200
PENALTY,R0201482,-40
PENALTY,R0101482,-21
PENALTY,R0301483,200
PENALTY,R0201483,-40
PENALTY,R0101483,-21
PENALTY,R0301484,200
PENALTY,R0201484,-40
PENALTY,R0101484,-21
PENALTY,R0301485,200
PENALTY,R0201485,-40
PENALTY,R0101485,-21
PENALTY,R0301486,200
PENALTY,R0201486,-40
PENALTY,R0101486,-21
PENALTY,R0301487,200
PENALTY,R0201487,-40
PENALTY,R0101487,-21
PENALTY,R0301488,280
PENALTY,R0201488,-56
PENALTY,R0101488,-29.4
PENALTY,R0301489,390
PENALTY,R0201489,-78
PENALTY,R0101489,-40.95
PENALTY,R0301490,200
PENALTY,R0201490,-40
PENALTY,R0101490,-21
PENALTY,R0301491,200
PENALTY,R0201491,-40
PENALTY,R0101491,-21
PENALTY,R0301492,200
PENALTY,R0201492,-40
PENALTY,R0101492,-21
PENALTY,R0301493,200
PENALTY,R0201493,-40
PENALTY,R0101493,-21
PENALTY,R0301494,610
PENALTY,R0201494,-122
PENALTY,R0101494,-64.05
PENALTY,R0301495,280
PENALTY,R0201495,-56
PENALTY,R0101495,-29.4
PENALTY,R0301496,200
PENALTY,R0201496,-40
PENALTY,R0101496,-21
PENALTY,R0301497,200
PENALTY,R0201497,-40
PENALTY,R0101497,-21
PENALTY,R0301498,200
PENALTY,R0201498,-40
PENALTY,R0101498,-21
PENALTY,R0301499,200
PENALTY,R0201499,-40
PENALTY,R0101499,-21
PENALTY,R0301500,200
PENALTY,R0201500,-40
PENALTY,R0101500,-21
PENALTY,R0401501,50
PENALTY,R0301501,9.5
PENALTY,R0201501,5
PENALTY,R0401502,50
PENALTY,R0301502,9.5
PENALTY,R0201502,5
PENALTY,R0401503,50
PENALTY,R0301503,9.5
PENALTY,R0201503,5
PENALTY,R0401504,50
PENALTY,R0301504,9.5
PENALTY,R0201504,5
PENALTY,R0401505,50
PENALTY,R0301505,9.5
PENALTY,R0201505,5
PENALTY,R0401506,50
PENALTY,R0301506,9.5
PENALTY,R0201506,5
PENALTY,R0401507,50
PENALTY,R0301507,9.5
PENALTY,R0201507,5
PENALTY,R0401508,50
PENALTY,R0301508,9.5
PENALTY,R0201508,5
PENALTY,R0401509,50
PENALTY,R0301509,9.5
PENALTY,R0201509,5
PENALTY,R0401510,50
PENALTY,R0301510,9.5
PENALTY,R0201510,5
PENALTY,R0401511,50
PENALTY,R0301511,9.5
PENALTY,R0201511,5
PENALTY,R0401512,50
PENALTY,R0301512,9.5
PENALTY,R0201512,5
PENALTY,R0401513,50
PENALTY,R0301513,9.5
PENALTY,R0201513,5
PENALTY,R0401514,50
PENALTY,R0301514,9.5
PENALTY,R0201514,5
PENALTY,R0401515,50
PENALTY,R0301515,9.5
PENALTY,R0201515,5
PENALTY,R0401516,50
PENALTY,R0301516,9.5
PENALTY,R0201516,5
PENALTY,R0401517,50
PENALTY,R0301517,9.5
PENALTY,R0201517,5
PENALTY,R0401518,50
PENALTY,R0301518,9.5
PENALTY,R0201518,5
PENALTY,R0401519,50
PENALTY,R0301519,9.5
PENALTY,R0201519,5
PENALTY,R0401520,50
PENALTY,R0301520,9.5
PENALTY,R0201520,5
PENALTY,R0401521,50
PENALTY,R0301521,9.5
PENALTY,R0201521,5
PENALTY,R0401522,50
PENALTY,R0301522,9.5
PENALTY,R0201522,5
PENALTY,R0401523,50
PENALTY,R0301523,9.5
PENALTY,R0201523,5
PENALTY,R0401524,50
PENALTY,R0301524,9.5
PENALTY,R0201524,5
PENALTY,R0401525,50
PENALTY,R0301525,9.5
PENALTY,R0201525,5
PENALTY,R0401526,50
PENALTY,R0301526,9.5
PENALTY,R0201526,5
PENALTY,R0401527,50
PENALTY,R0301527,9.5
PENALTY,R0201527,5
PENALTY,R0401528,50
PENALTY,R0301528,9.5
PENALTY,R0201528,5
PENALTY,R0401529,50
PENALTY,R0301529,9.5
PENALTY,R0201529,5
PENALTY,R0401530,50
PENALTY,R0301530,9.5
PENALTY,R0201530,5
PENALTY,R0401531,50
PENALTY,R0301531,9.5
PENALTY,R0201531,5
PENALTY,R0401532,50
PENALTY,R0301532,9.5
PENALTY,R0201532,5
PENALTY,R0401533,50
PENALTY,R0301533,9.5
PENALTY,R0201533,5
PENALTY,R0401534,50
PENALTY,R0301534,9.5
PENALTY,R0201534,5
PENALTY,R0401535,50
PENALTY,R0301535,9.5
PENALTY,R0201535,5
PENALTY,R0401536,50
PENALTY,R0301536,9.5
PENALTY,R0201536,5
PENALTY,R0401537,50
PENALTY,R0301537,9.5
PENALTY,R0201537,5
PENALTY,R0401538,50
PENALTY,R0301538,9.5
PENALTY,R0201538,5
PENALTY,R0401539,50
PENALTY,R0301539,9.5
PENALTY,R0201539,5
PENALTY,R0401540,50
PENALTY,R0301540,9.5
PENALTY,R0201540,5
PENALTY,R0401541,50
PENALTY,R0301541,9.5
PENALTY,R0201541,5
PENALTY,R0401542,50
PENALTY,R0301542,9.5
PENALTY,R0201542,5
PENALTY,R0401543,50
PENALTY,R0301543,9.5
PENALTY,R0201543,5
PENALTY,R0401544,50
PENALTY,R0301544,9.5
PENALTY,R0201544,5
PENALTY,R0401545,50
PENALTY,R0301545,9.5
PENALTY,R0201545,5
PENALTY,R0401546,50
PENALTY,R0301546,9.5
PENALTY,R0201546,5
PENALTY,R0401547,50
PENALTY,R0301547,9.5
PENALTY,R0201547,5
PENALTY,R0401548,50
PENALTY,R0301548,9.5
PENALTY,R0201548,5
PENALTY,R0401549,50
PENALTY,R0301549,9.5
PENALTY,R0201549,5
PENALTY,R0401550,50
PENALTY,R0301550,9.5
PENALTY,R0201550,5
PENALTY,R0401551,50
PENALTY,R0301551,9.5
PENALTY,R0201551,5
PENALTY,R0401552,50
PENALTY,R0301552,9.5
PENALTY,R0201552,5
PENALTY,R0401553,50
PENALTY,R0301553,9.5
PENALTY,R0201553,5
PENALTY,R0401554,50
PENALTY,R0301554,9.5
PENALTY,R0201554,5
PENALTY,R0401555,50
PENALTY,R0301555,9.5
PENALTY,R0201555,5
PENALTY,R0401556,50
PENALTY,R0301556,9.5
PENALTY,R0201556,5
PENALTY,R0401557,50
PENALTY,R0301557,9.5
PENALTY,R0201557,5
PENALTY,R0401558,50
PENALTY,R0301558,9.5
PENALTY,R0201558,5
PENALTY,R0401559,50
PENALTY,R0301559,9.5
PENALTY,R0201559,5
PENALTY,R0401560,50
PENALTY,R0301560,9.5
PENALTY,R0201560,5
PENALTY,R0401561,50
PENALTY,R0301561,9.5
PENALTY,R0201561,5
PENALTY,R0401562,50
PENALTY,R0301562,9.5
PENALTY,R0201562,5
PENALTY,R0401563,50
PENALTY,R0301563,9.5
PENALTY,R0201563,5
PENALTY,R0401564,50
PENALTY,R0301564,9.5
PENALTY,R0201564,5
PENALTY,R0401565,50
PENALTY,R0301565,9.5
PENALTY,R0201565,5
PENALTY,R0401566,50
PENALTY,R0301566,9.5
PENALTY,R0201566,5
PENALTY,R0401567,50
PENALTY,R0301567,9.5
PENALTY,R0201567,5
PENALTY,R0401568,50
PENALTY,R0301568,9.5
PENALTY,R0201568,5
PENALTY,R0401569,50
PENALTY,R0301569,9.5
PENALTY,R0201569,5
PENALTY,R0401570,50
PENALTY,R0301570,9.5
PENALTY,R0201570,5
PENALTY,R0401571,50
PENALTY,R0301571,9.5
PENALTY,R0201571,5
PENALTY,R0401572,50
PENALTY,R0301572,9.5
PENALTY,R0201572,5
PENALTY,R0401573,50
PENALTY,R0301573,9.5
PENALTY,R0201573,5
PENALTY,R0401574,50
PENALTY,R0301574,9.5
PENALTY,R0201574,5
PENALTY,R0401575,50
PENALTY,R0301575,9.5
PENALTY,R0201575,5
PENALTY,R0401576,50
PENALTY,R0301576,9.5
PENALTY,R0201576,5
PENALTY,R0401577,50
PENALTY,R0301577,9.5
PENALTY,R0201577,5
PENALTY,R0401578,50
PENALTY,R0301578,9.5
PENALTY,R0201578,5
PENALTY,R0401579,50
PENALTY,R0301579,9.5
PENALTY,R0201579,5
PENALTY,R0401580,50
PENALTY,R0301580,9.5
PENALTY,R0201580,5
PENALTY,R0401581,50
PENALTY,R0301581,9.5
PENALTY,R0201581,5
PENALTY,R0401582,50
PENALTY,R0301582,9.5
PENALTY,R0201582,5
PENALTY,R0401583,50
PENALTY,R0301583,9.5
PENALTY,R0201583,5
PENALTY,R0401584,50
PENALTY,R0301584,9.5
PENALTY,R0201584,5
PENALTY,R0401585,50
PENALTY,R0301585,9.5
PENALTY,R0201585,5
PENALTY,R0401586,50
PENALTY,R0301586,9.5
PENALTY,R0201586,5
PENALTY,R0401587,50
PENALTY,R0301587,9.5
PENALTY,R0201587,5
PENALTY,R0401588,50
PENALTY,R0301588,9.5
PENALTY,R0201588,5
PENALTY,R0401589,50
PENALTY,R0301589,9.5
PENALTY,R0201589,5
PENALTY,R0401590,50
PENALTY,R0301590,9.5
PENALTY,R0201590,5
PENALTY,R0401591,50
PENALTY,R0301591,9.5
PENALTY,R0201591,5
PENALTY,R0401592,50
PENALTY,R0301592,9.5
PENALTY,R0201592,5
PENALTY,R0401593,50
PENALTY,R0301593,9.5
PENALTY,R0201593,5
PENALTY,R0401594,50
PENALTY,R0301594,9.5
PENALTY,R0201594,5
PENALTY,R0401595,50
PENALTY,R0301595,9.5
PENALTY,R0201595,5
PENALTY,R0401596,50
PENALTY,R0301596,9.5
PENALTY,R0201596,5
PENALTY,R0401597,50
PENALTY,R0301597,9.5
PENALTY,R0201597,5
PENALTY,R0401598,50
PENALTY,R0301598,9.5
PENALTY,R0201598,5
PENALTY,R0401599,50
PENALTY,R0301599,9.5
PENALTY,R0201599,5
PENALTY,R0401600,50
PENALTY,R0301600,9.5
PENALTY,R0201600,5
PENALTY,R0401601,50
PENALTY,R0301601,9.5
PENALTY,R0201601,5
PENALTY,R0401602,50
PENALTY,R0301602,9.5
PENALTY,R0201602,5
PENALTY,R0401603,50
PENALTY,R0301603,9.5
PENALTY,R0201603,5
PENALTY,R0401604,50
PENALTY,R0301604,9.5
PENALTY,R0201604,5
PENALTY,R0401605,50
PENALTY,R0301605,9.5
PENALTY,R0201605,5
PENALTY,R0401606,50
PENALTY,R0301606,9.5
PENALTY,R0201606,5
PENALTY,R0401607,50
PENALTY,R0301607,9.5
PENALTY,R0201607,5
PENALTY,R0401608,50
PENALTY,R0301608,9.5
PENALTY,R0201608,5
PENALTY,R0401609,50
PENALTY,R0301609,9.5
PENALTY,R0201609,5
PENALTY,R0401610,50
PENALTY,R0301610,9.5
PENALTY,R0201610,5
PENALTY,R0401611,50
PENALTY,R0301611,9.5
PENALTY,R0201611,5
PENALTY,R0401612,50
PENALTY,R0301612,9.5
PENALTY,R0201612,5
PENALTY,R0401613,50
PENALTY,R0301613,9.5
PENALTY,R0201613,5
PENALTY,R0401614,50
PENALTY,R0301614,9.5
PENALTY,R0201614,5
PENALTY,R0401615,50
PENALTY,R0301615,9.5
PENALTY,R0201615,5
PENALTY,R0401616,50
PENALTY,R0301616,9.5
PENALTY,R0201616,5
PENALTY,R0401617,50
PENALTY,R0301617,9.5
PENALTY,R0201617,5
PENALTY,R0401618,50
PENALTY,R0301618,9.5
PENALTY,R0201618,5
PENALTY,R0401619,50
PENALTY,R0301619,9.5
PENALTY,R0201619,5
PENALTY,R0401620,50
PENALTY,R0301620,9.5
PENALTY,R0201620,5
PENALTY,R0401621,50
PENALTY,R0301621,9.5
PENALTY,R0201621,5
PENALTY,R0401622,50
PENALTY,R0301622,9.5
PENALTY,R0201622,5
PENALTY,R0401623,50
PENALTY,R0301623,9.5
PENALTY,R0201623,5
PENALTY,R0401624,50
PENALTY,R0301624,9.5
PENALTY,R0201624,5
PENALTY,R0401625,50
PENALTY,R0301625,9.5
PENALTY,R0201625,5
PENALTY,R0401626,50
PENALTY,R0301626,9.5
PENALTY,R0201626,5
PENALTY,R0401627,50
PENALTY,R0301627,9.5
PENALTY,R0201627,5
PENALTY,R0401628,50
PENALTY,R0301628,9.5
PENALTY,R0201628,5
PENALTY,R0401629,50
PENALTY,R0301629,9.5
PENALTY,R0201629,5
PENALTY,R0401630,50
PENALTY,R0301630,9.5
PENALTY,R0201630,5
PENALTY,R0401631,50
PENALTY,R0301631,9.5
PENALTY,R0201631,5
PENALTY,R0401632,50
PENALTY,R0301632,9.5
PENALTY,R0201632,5
PENALTY,R0401633,50
PENALTY,R0301633,9.5
PENALTY,R0201633,5
PENALTY,R0401634,50
PENALTY,R0301634,9.5
PENALTY,R0201634,5
PENALTY,R0401635,50
PENALTY,R0301635,9.5
PENALTY,R0201635,5
PENALTY,R0401636,50
PENALTY,R0301636,9.5
PENALTY,R0201636,5
PENALTY,R0401637,50
PENALTY,R0301637,9.5
PENALTY,R0201637,5
PENALTY,R0401638,50
PENALTY,R0301638,9.5
PENALTY,R0201638,5
PENALTY,R0401639,50
PENALTY,R0301639,9.5
PENALTY,R0201639,5
PENALTY,R0401640,50
PENALTY,R0301640,9.5
PENALTY,R0201640,5
PENALTY,R0401641,50
PENALTY,R0301641,9.5
PENALTY,R0201641,5
PENALTY,R0401642,50
PENALTY,R0301642,9.5
PENALTY,R0201642,5
PENALTY,R0401643,50
PENALTY,R0301643,9.5
PENALTY,R0201643,5
PENALTY,R0401644,50
PENALTY,R0301644,9.5
PENALTY,R0201644,5
PENALTY,R0401645,50
PENALTY,R0301645,9.5
PENALTY,R0201645,5
PENALTY,R0401646,50
PENALTY,R0301646,9.5
PENALTY,R0201646,5
PENALTY,R0401647,50
PENALTY,R0301647,9.5
PENALTY,R0201647,5
PENALTY,R0401648,50
PENALTY,R0301648,9.5
PENALTY,R0201648,5
PENALTY,R0401649,50
PENALTY,R0301649,9.5
PENALTY,R0201649,5
PENALTY,R0401650,50
PENALTY,R0301650,9.5
PENALTY,R0201650,5
PENALTY,R0401651,50
PENALTY,R0301651,9.5
PENALTY,R0201651,5
PENALTY,R0401652,50
PENALTY,R0301652,9.5
PENALTY,R0201652,5
PENALTY,R0401653,50
PENALTY,R0301653,9.5
PENALTY,R0201653,5
PENALTY,R0401654,50
PENALTY,R0301654,9.5
PENALTY,R0201654,5
PENALTY,R0401655,50
PENALTY,R0301655,9.5
PENALTY,R0201655,5
PENALTY,R0401656,50
PENALTY,R0301656,9.5
PENALTY,R0201656,5
PENALTY,R0401657,50
PENALTY,R0301657,9.5
PENALTY,R0201657,5
PENALTY,R0401658,50
PENALTY,R0301658,9.5
PENALTY,R0201658,5
PENALTY,R0401659,50
PENALTY,R0301659,9.5
PENALTY,R0201659,5
PENALTY,R0401660,50
PENALTY,R0301660,9.5
PENALTY,R0201660,5
PENALTY,R0401661,50
PENALTY,R0301661,9.5
PENALTY,R0201661,5
PENALTY,R0401662,50
PENALTY,R0301662,9.5
PENALTY,R0201662,5
PENALTY,R0401663,50
PENALTY,R0301663,9.5
PENALTY,R0201663,5
PENALTY,R0401664,50
PENALTY,R0301664,9.5
PENALTY,R0201664,5
PENALTY,R0401665,50
PENALTY,R0301665,9.5
PENALTY,R0201665,5
PENALTY,R0401666,50
PENALTY,R0301666,9.5
PENALTY,R0201666,5
PENALTY,R0401667,50
PENALTY,R0301667,9.5
PENALTY,R0201667,5
PENALTY,R0401668,50
PENALTY,R0301668,9.5
PENALTY,R0201668,5
PENALTY,R0401669,50
PENALTY,R0301669,9.5
PENALTY,R0201669,5
PENALTY,R0401670,50
PENALTY,R0301670,9.5
PENALTY,R0201670,5
PENALTY,R0401671,50
PENALTY,R0301671,9.5
PENALTY,R0201671,5
PENALTY,R0401672,50
PENALTY,R0301672,9.5
PENALTY,R0201672,5
PENALTY,R0401673,50
PENALTY,R0301673,9.5
PENALTY,R0201673,5
PENALTY,R0401674,50
PENALTY,R0301674,9.5
PENALTY,R0201674,5
PENALTY,R0401675,50
PENALTY,R0301675,9.5
PENALTY,R0201675,5
PENALTY,R0401676,50
PENALTY,R0301676,9.5
PENALTY,R0201676,5
PENALTY,R0401677,50
PENALTY,R0301677,9.5
PENALTY,R0201677,5
PENALTY,R0401678,50
PENALTY,R0301678,9.5
PENALTY,R0201678,5
PENALTY,R0401679,50
PENALTY,R0301679,9.5
PENALTY,R0201679,5
PENALTY,R0401680,50
PENALTY,R0301680,9.5
PENALTY,R0201680,5
PENALTY,R0401681,50
PENALTY,R0301681,9.5
PENALTY,R0201681,5
PENALTY,R0401682,50
PENALTY,R0301682,9.5
PENALTY,R0201682,5
PENALTY,R0401683,50
PENALTY,R0301683,9.5
PENALTY,R0201683,5
PENALTY,R0401684,50
PENALTY,R0301684,9.5
PENALTY,R0201684,5
PENALTY,R0401685,50
PENALTY,R0301685,9.5
PENALTY,R0201685,5
PENALTY,R0401686,50
PENALTY,R0301686,9.5
PENALTY,R0201686,5
PENALTY,R0401687,50
PENALTY,R0301687,9.5
PENALTY,R0201687,5
PENALTY,R0401688,50
PENALTY,R0301688,9.5
PENALTY,R0201688,5
PENALTY,R0401689,50
PENALTY,R0301689,9.5
PENALTY,R0201689,5
PENALTY,R0401690,50
PENALTY,R0301690,9.5
PENALTY,R0201690,5
PENALTY,R0401691,50
PENALTY,R0301691,9.5
PENALTY,R0201691,5
PENALTY,R0401692,50
PENALTY,R0301692,9.5
PENALTY,R0201692,5
PENALTY,R0401693,50
PENALTY,R0301693,9.5
PENALTY,R0201693,5
PENALTY,R0401694,50
PENALTY,R0301694,9.5
PENALTY,R0201694,5
PENALTY,R0401695,50
PENALTY,R0301695,9.5
PENALTY,R0201695,5
PENALTY,R0401696,50
PENALTY,R0301696,9.5
PENALTY,R0201696,5
PENALTY,R0401697,50
PENALTY,R0301697,9.5
PENALTY,R0201697,5
PENALTY,R0401698,50
PENALTY,R0301698,9.5
PENALTY,R0201698,5
PENALTY,R0401699,50
PENALTY,R0301699,9.5
PENALTY,R0201699,5
PENALTY,R0401700,50
PENALTY,R0301700,9.5
PENALTY,R0201700,5
PENALTY,R0401701,50
PENALTY,R0301701,9.5
PENALTY,R0201701,5
PENALTY,R0401702,50
PENALTY,R0301702,9.5
PENALTY,R0201702,5
PENALTY,R0401703,50
PENALTY,R0301703,9.5
PENALTY,R0201703,5
PENALTY,R0401704,50
PENALTY,R0301704,9.5
PENALTY,R0201704,5
PENALTY,R0401705,50
PENALTY,R0301705,9.5
PENALTY,R0201705,5
PENALTY,R0401706,50
PENALTY,R0301706,9.5
PENALTY,R0201706,5
PENALTY,R0401707,50
PENALTY,R0301707,9.5
PENALTY,R0201707,5
PENALTY,R0401708,50
PENALTY,R0301708,9.5
PENALTY,R0201708,5
PENALTY,R0401709,50
PENALTY,R0301709,9.5
PENALTY,R0201709,5
PENALTY,R0401710,50
PENALTY,R0301710,9.5
PENALTY,R0201710,5
PENALTY,R0401711,50
PENALTY,R0301711,9.5
PENALTY,R0201711,5
PENALTY,R0401712,50
PENALTY,R0301712,9.5
PENALTY,R0201712,5
PENALTY,R0401713,50
PENALTY,R0301713,9.5
PENALTY,R0201713,5
PENALTY,R0401714,50
PENALTY,R0301714,9.5
PENALTY,R0201714,5
PENALTY,R0401715,50
PENALTY,R0301715,9.5
PENALTY,R0201715,5
PENALTY,R0401716,50
PENALTY,R0301716,9.5
PENALTY,R0201716,5
PENALTY,R0401717,50
PENALTY,R0301717,9.5
PENALTY,R0201717,5
PENALTY,R0401718,50
PENALTY,R0301718,9.5
PENALTY,R0201718,5
PENALTY,R0401719,50
PENALTY,R0301719,9.5
PENALTY,R0201719,5
PENALTY,R0401720,50
PENALTY,R0301720,9.5
PENALTY,R0201720,5
PENALTY,R0401721,50
PENALTY,R0301721,9.5
PENALTY,R0201721,5
PENALTY,R0401722,50
PENALTY,R0301722,9.5
PENALTY,R0201722,5
PENALTY,R0401723,50
PENALTY,R0301723,9.5
PENALTY,R0201723,5
PENALTY,R0401724,50
PENALTY,R0301724,9.5
PENALTY,R0201724,5
PENALTY,R0401725,50
PENALTY,R0301725,9.5
PENALTY,R0201725,5
PENALTY,R0401726,50
PENALTY,R0301726,9.5
PENALTY,R0201726,5
PENALTY,R0401727,50
PENALTY,R0301727,9.5
PENALTY,R0201727,5
PENALTY,R0401728,50
PENALTY,R0301728,9.5
PENALTY,R0201728,5
PENALTY,R0401729,50
PENALTY,R0301729,9.5
PENALTY,R0201729,5
PENALTY,R0401730,50
PENALTY,R0301730,9.5
PENALTY,R0201730,5
PENALTY,R0401731,50
PENALTY,R0301731,9.5
PENALTY,R0201731,5
PENALTY,R0401732,50
PENALTY,R0301732,9.5
PENALTY,R0201732,5
PENALTY,R0401733,50
PENALTY,R0301733,9.5
PENALTY,R0201733,5
PENALTY,R0401734,50
PENALTY,R0301734,9.5
PENALTY,R0201734,5
PENALTY,R0401735,50
PENALTY,R0301735,9.5
PENALTY,R0201735,5
PENALTY,R0401736,50
PENALTY,R0301736,9.5
PENALTY,R0201736,5
PENALTY,R0401737,50
PENALTY,R0301737,9.5
PENALTY,R0201737,5
PENALTY,R0401738,50
PENALTY,R0301738,9.5
PENALTY,R0201738,5
PENALTY,R0401739,50
PENALTY,R0301739,9.5
PENALTY,R0201739,5
PENALTY,R0401740,50
PENALTY,R0301740,9.5
PENALTY,R0201740,5
PENALTY,R0401741,50
PENALTY,R0301741,9.5
PENALTY,R0201741,5
PENALTY,R0401742,50
PENALTY,R0301742,9.5
PENALTY,R0201742,5
PENALTY,R0401743,50
PENALTY,R0301743,9.5
PENALTY,R0201743,5
PENALTY,R0401744,50
PENALTY,R0301744,9.5
PENALTY,R0201744,5
PENALTY,R0401745,50
PENALTY,R0301745,9.5
PENALTY,R0201745,5
PENALTY,R0401746,50
PENALTY,R0301746,9.5
PENALTY,R0201746,5
PENALTY,R0401747,50
PENALTY,R0301747,9.5
PENALTY,R0201747,5
PENALTY,R0401748,50
PENALTY,R0301748,9.5
PENALTY,R0201748,5
PENALTY,R0401749,50
PENALTY,R0301749,9.5
PENALTY,R0201749,5
PENALTY,R0401750,50
PENALTY,R0301750,9.5
PENALTY,R0201750,5
PENALTY,R0401751,50
PENALTY,R0301751,9.5
PENALTY,R0201751,5
PENALTY,R0401752,50
PENALTY,R0301752,9.5
PENALTY,R0201752,5
PENALTY,R0401753,50
PENALTY,R0301753,9.5
PENALTY,R0201753,5
PENALTY,R0401754,50
PENALTY,R0301754,9.5
PENALTY,R0201754,5
PENALTY,R0401755,50
PENALTY,R0301755,9.5
PENALTY,R0201755,5
PENALTY,R0401756,50
PENALTY,R0301756,9.5
PENALTY,R0201756,5
PENALTY,R0401757,50
PENALTY,R0301757,9.5
PENALTY,R0201757,5
PENALTY,R0401758,50
PENALTY,R0301758,9.5
PENALTY,R0201758,5
PENALTY,R0401759,50
PENALTY,R0301759,9.5
PENALTY,R0201759,5
PENALTY,R0401760,50
PENALTY,R0301760,9.5
PENALTY,R0201760,5
PENALTY,R0401761,50
PENALTY,R0301761,9.5
PENALTY,R0201761,5
PENALTY,R0401762,50
PENALTY,R0301762,9.5
PENALTY,R0201762,5
PENALTY,R0401763,50
PENALTY,R0301763,9.5
PENALTY,R0201763,5
PENALTY,R0401764,50
PENALTY,R0301764,9.5
PENALTY,R0201764,5
PENALTY,R0401765,50
PENALTY,R0301765,9.5
PENALTY,R0201765,5
PENALTY,R0401766,50
PENALTY,R0301766,9.5
PENALTY,R0201766,5
PENALTY,R0401767,50
PENALTY,R0301767,9.5
PENALTY,R0201767,5
PENALTY,R0401768,50
PENALTY,R0301768,9.5
PENALTY,R0201768,5
PENALTY,R0401769,50
PENALTY,R0301769,9.5
PENALTY,R0201769,5
PENALTY,R0401770,50
PENALTY,R0301770,9.5
PENALTY,R0201770,5
PENALTY,R0401771,50
PENALTY,R0301771,9.5
PENALTY,R0201771,5
PENALTY,R0401772,50
PENALTY,R0301772,9.5
PENALTY,R0201772,5
PENALTY,R0401773,50
PENALTY,R0301773,9.5
PENALTY,R0201773,5
PENALTY,R0401774,50
PENALTY,R0301774,9.5
PENALTY,R0201774,5
PENALTY,R0401775,50
PENALTY,R0301775,9.5
PENALTY,R0201775,5
PENALTY,R0401776,50
PENALTY,R0301776,9.5
PENALTY,R0201776,5
PENALTY,R0401777,50
PENALTY,R0301777,9.5
PENALTY,R0201777,5
PENALTY,R0401778,50
PENALTY,R0301778,9.5
PENALTY,R0201778,5
PENALTY,R0401779,50
PENALTY,R0301779,9.5
PENALTY,R0201779,5
PENALTY,R0401780,50
PENALTY,R0301780,9.5
PENALTY,R0201780,5
PENALTY,R0401781,50
PENALTY,R0301781,9.5
PENALTY,R0201781,5
PENALTY,R0401782,50
PENALTY,R0301782,9.5
PENALTY,R0201782,5
PENALTY,R0401783,50
PENALTY,R0301783,9.5
PENALTY,R0201783,5
PENALTY,R0401784,50
PENALTY,R0301784,9.5
PENALTY,R0201784,5
PENALTY,R0401785,50
PENALTY,R0301785,9.5
PENALTY,R0201785,5
PENALTY,R0401786,50
PENALTY,R0301786,9.5
PENALTY,R0201786,5
PENALTY,R0401787,50
PENALTY,R0301787,9.5
PENALTY,R0201787,5
PENALTY,R0401788,50
