variable_name,type,lower_bound,upper_bound
R0300330,DoubleBound,0,1
R0402109,DoubleBound,0,8
R0302756,DoubleBound,0,1
R0202972,DoubleBound,0,1
R0201732,DoubleBound,0,1
R0102081,DoubleBound,0,1
R0101507,DoubleBound,0,1
R0100092,DoubleBound,0,0.5
R0102937,DoubleBound,0,1
R0201762,DoubleBound,0,1
R0102651,DoubleBound,0,1
R0202651,DoubleBound,0,1
R0102754,DoubleBound,0,1
R0101700,DoubleBound,0,1
R0302430,DoubleBound,0,1
R0402279,DoubleBound,0,8
R0101028,DoubleBound,0,0.5
R0201367,DoubleBound,0,1
R0202304,DoubleBound,0,1
R0101266,DoubleBound,0,0.5
R0300138,DoubleBound,0,1
R0202414,DoubleBound,0,1
R0402739,DoubleBound,0,8
R0200109,DoubleBound,0,1
R0402086,DoubleBound,0,8
R0302514,DoubleBound,0,1
R0301578,DoubleBound,0,1
R0301015,DoubleBound,0,1
R0302279,DoubleBound,0,1
R0300397,DoubleBound,0,1
R0200494,DoubleBound,0,1
R0200889,DoubleBound,0,1
R0201660,DoubleBound,0,1
R0202007,DoubleBound,0,1
R0102178,DoubleBound,0,1
R0300801,DoubleBound,0,1
R0200860,DoubleBound,0,1
R0301538,DoubleBound,0,1
R0200162,DoubleBound,0,1
R0201654,DoubleBound,0,1
R0100939,DoubleBound,0,0.5
R0100177,DoubleBound,0,0.5
R0401577,DoubleBound,0,8
R0201582,DoubleBound,0,1
R0102136,DoubleBound,0,1
R0301229,DoubleBound,0,1
R0202088,DoubleBound,0,1
R0202942,DoubleBound,0,1
R0402286,DoubleBound,0,8
R0302751,DoubleBound,0,1
R0302016,DoubleBound,0,1
R0300574,DoubleBound,0,1
R0300615,DoubleBound,0,1
R0401509,DoubleBound,0,8
R0201919,DoubleBound,0,1
R0402255,DoubleBound,0,8
R0200879,DoubleBound,0,1
R0201427,DoubleBound,0,1
R0301879,DoubleBound,0,1
R0102082,DoubleBound,0,1
R0100237,DoubleBound,0,0.5
R0102715,DoubleBound,0,1
R0402559,DoubleBound,0,8
R0102234,DoubleBound,0,1
R0100668,DoubleBound,0,0.5
R0100846,DoubleBound,0,0.5
R0101435,DoubleBound,0,0.5
R0200022,DoubleBound,0,1
R0301854,DoubleBound,0,1
R0202765,DoubleBound,0,1
R0102403,DoubleBound,0,1
R0300825,DoubleBound,0,1
R0101787,DoubleBound,0,1
R0300060,DoubleBound,0,1
R0200875,DoubleBound,0,1
R0301288,DoubleBound,0,1
R0301754,DoubleBound,0,1
R0202949,DoubleBound,0,1
R0301926,DoubleBound,0,1
R0102441,DoubleBound,0,1
R0101725,DoubleBound,0,1
R0402484,DoubleBound,0,8
R0100657,DoubleBound,0,0.5
R0200018,DoubleBound,0,1
R0200820,DoubleBound,0,1
R0300400,DoubleBound,0,1
R0200906,DoubleBound,0,1
R0401502,DoubleBound,0,8
R0202494,DoubleBound,0,1
R0202677,DoubleBound,0,1
R0202726,DoubleBound,0,1
R0402329,DoubleBound,0,8
R0201933,DoubleBound,0,1
R0301845,DoubleBound,0,1
R0302664,DoubleBound,0,1
R0102820,DoubleBound,0,1
R0102464,DoubleBound,0,1
R0102876,DoubleBound,0,1
R0101871,DoubleBound,0,1
R0201850,DoubleBound,0,1
R0101818,DoubleBound,0,1
R0300745,DoubleBound,0,1
R0100887,DoubleBound,0,0.5
R0201765,DoubleBound,0,1
R0102134,DoubleBound,0,1
R0100336,DoubleBound,0,0.5
R0100142,DoubleBound,0,0.5
R0201311,DoubleBound,0,1
R0101090,DoubleBound,0,0.5
R0100962,DoubleBound,0,0.5
R0402094,DoubleBound,0,8
R0302156,DoubleBound,0,1
R0201106,DoubleBound,0,1
R0100431,DoubleBound,0,0.5
R0301510,DoubleBound,0,1
R0102353,DoubleBound,0,1
R0300957,DoubleBound,0,1
R0102426,DoubleBound,0,1
R0300193,DoubleBound,0,1
R0300546,DoubleBound,0,1
R0201728,DoubleBound,0,1
R0300496,DoubleBound,0,1
R0300794,DoubleBound,0,1
R0202518,DoubleBound,0,1
R0302581,DoubleBound,0,1
R0302957,DoubleBound,0,1
R0302841,DoubleBound,0,1
R0102834,DoubleBound,0,1
R0300167,DoubleBound,0,1
R0201000,DoubleBound,0,1
R0402324,DoubleBound,0,8
R0100588,DoubleBound,0,0.5
R0102148,DoubleBound,0,1
R0101683,DoubleBound,0,1
R0102955,DoubleBound,0,1
R0302516,DoubleBound,0,1
R0302735,DoubleBound,0,1
R0300025,DoubleBound,0,1
R0300168,DoubleBound,0,1
R0302020,DoubleBound,0,1
R0102793,DoubleBound,0,1
R0201747,DoubleBound,0,1
R0201363,DoubleBound,0,1
R0202224,DoubleBound,0,1
R0200591,DoubleBound,0,1
R0300581,DoubleBound,0,1
R0100679,DoubleBound,0,0.5
R0200925,DoubleBound,0,1
R0201458,DoubleBound,0,1
R0301317,DoubleBound,0,1
R0201438,DoubleBound,0,1
R0302058,DoubleBound,0,1
R0200172,DoubleBound,0,1
R0100978,DoubleBound,0,0.5
R0302311,DoubleBound,0,1
R0301224,DoubleBound,0,1
R0201065,DoubleBound,0,1
R0201523,DoubleBound,0,1
R0101521,DoubleBound,0,1
R0101789,DoubleBound,0,1
R0100780,DoubleBound,0,0.5
R0300386,DoubleBound,0,1
R0201832,DoubleBound,0,1
R0101132,DoubleBound,0,0.5
R0402570,DoubleBound,0,8
R0300292,DoubleBound,0,1
R0402435,DoubleBound,0,8
R0402585,DoubleBound,0,8
R0402100,DoubleBound,0,8
R0302115,DoubleBound,0,1
R0402817,DoubleBound,0,8
R0101138,DoubleBound,0,0.5
R0101558,DoubleBound,0,1
R0202081,DoubleBound,0,1
R0302269,DoubleBound,0,1
R0402832,DoubleBound,0,8
R0102398,DoubleBound,0,1
R0201632,DoubleBound,0,1
R0301703,DoubleBound,0,1
R0302370,DoubleBound,0,1
R0201620,DoubleBound,0,1
R0202385,DoubleBound,0,1
R0100337,DoubleBound,0,0.5
R0402835,DoubleBound,0,8
R0202181,DoubleBound,0,1
R0102882,DoubleBound,0,1
R0202449,DoubleBound,0,1
R0402418,DoubleBound,0,8
R0202498,DoubleBound,0,1
R0402905,DoubleBound,0,8
R0402253,DoubleBound,0,8
R0302365,DoubleBound,0,1
R0100945,DoubleBound,0,0.5
R0302802,DoubleBound,0,1
R0200709,DoubleBound,0,1
R0301252,DoubleBound,0,1
R0201932,DoubleBound,0,1
R0102392,DoubleBound,0,1
R0100394,DoubleBound,0,0.5
R0200469,DoubleBound,0,1
R0201572,DoubleBound,0,1
R0300422,DoubleBound,0,1
R0302372,DoubleBound,0,1
R0301198,DoubleBound,0,1
R0301640,DoubleBound,0,1
R0102640,DoubleBound,0,1
R0200080,DoubleBound,0,1
R0200670,DoubleBound,0,1
R0102388,DoubleBound,0,1
R0302920,DoubleBound,0,1
R0302632,DoubleBound,0,1
R0101035,DoubleBound,0,0.5
R0302694,DoubleBound,0,1
R0402858,DoubleBound,0,8
R0201063,DoubleBound,0,1
R0302528,DoubleBound,0,1
R0401747,DoubleBound,0,8
R0201651,DoubleBound,0,1
R0202040,DoubleBound,0,1
R0101506,DoubleBound,0,1
R0302604,DoubleBound,0,1
R0102641,DoubleBound,0,1
R0102692,DoubleBound,0,1
R0201817,DoubleBound,0,1
R0101800,DoubleBound,0,1
R0302874,DoubleBound,0,1
R0100008,DoubleBound,0,0.5
R0201981,DoubleBound,0,1
R0402860,DoubleBound,0,8
R0102371,DoubleBound,0,1
R0201147,DoubleBound,0,1
R0401867,DoubleBound,0,8
R0402258,DoubleBound,0,8
R0201161,DoubleBound,0,1
R0201035,DoubleBound,0,1
R0100686,DoubleBound,0,0.5
R0102379,DoubleBound,0,1
R0102092,DoubleBound,0,1
R0300280,DoubleBound,0,1
R0102079,DoubleBound,0,1
R0300134,DoubleBound,0,1
R0101187,DoubleBound,0,0.5
R0100963,DoubleBound,0,0.5
R0402483,DoubleBound,0,8
R0402383,DoubleBound,0,8
R0402332,DoubleBound,0,8
R0301034,DoubleBound,0,1
R0300479,DoubleBound,0,1
R0201617,DoubleBound,0,1
R0100961,DoubleBound,0,0.5
R0201052,DoubleBound,0,1
R0201998,DoubleBound,0,1
R0100178,DoubleBound,0,0.5
R0302297,DoubleBound,0,1
R0402670,DoubleBound,0,8
R0301714,DoubleBound,0,1
R0301672,DoubleBound,0,1
R0402734,DoubleBound,0,8
R0402688,DoubleBound,0,8
R0201855,DoubleBound,0,1
R0301606,DoubleBound,0,1
R0301818,DoubleBound,0,1
R0200930,DoubleBound,0,1
R0300844,DoubleBound,0,1
R0101270,DoubleBound,0,0.5
R0301827,DoubleBound,0,1
R0302134,DoubleBound,0,1
R0102801,DoubleBound,0,1
R0300817,DoubleBound,0,1
R0102670,DoubleBound,0,1
R0301389,DoubleBound,0,1
R0202435,DoubleBound,0,1
R0302972,DoubleBound,0,1
R0302173,DoubleBound,0,1
R0402666,DoubleBound,0,8
R0202704,DoubleBound,0,1
R0200200,DoubleBound,0,1
R0402950,DoubleBound,0,8
R0202133,DoubleBound,0,1
R0401764,DoubleBound,0,8
R0101403,DoubleBound,0,0.5
R0102408,DoubleBound,0,1
R0402726,DoubleBound,0,8
R0202950,DoubleBound,0,1
R0100703,DoubleBound,0,0.5
R0402719,DoubleBound,0,8
R0401715,DoubleBound,0,8
R0401839,DoubleBound,0,8
R0302260,DoubleBound,0,1
R0300051,DoubleBound,0,1
R0300456,DoubleBound,0,1
R0101920,DoubleBound,0,1
R0300336,DoubleBound,0,1
R0102085,DoubleBound,0,1
R0200694,DoubleBound,0,1
R0301772,DoubleBound,0,1
R0101177,DoubleBound,0,0.5
R0402676,DoubleBound,0,8
R0100273,DoubleBound,0,0.5
R0200472,DoubleBound,0,1
R0201463,DoubleBound,0,1
R0200104,DoubleBound,0,1
R0300996,DoubleBound,0,1
R0301720,DoubleBound,0,1
R0100728,DoubleBound,0,0.5
R0402919,DoubleBound,0,8
R0401790,DoubleBound,0,8
R0202145,DoubleBound,0,1
R0202305,DoubleBound,0,1
R0202519,DoubleBound,0,1
R0302943,DoubleBound,0,1
R0102192,DoubleBound,0,1
R0102985,DoubleBound,0,1
R0201881,DoubleBound,0,1
R0300610,DoubleBound,0,1
R0201172,DoubleBound,0,1
R0301867,DoubleBound,0,1
R0402462,DoubleBound,0,8
R0101771,DoubleBound,0,1
R0101398,DoubleBound,0,0.5
R0300214,DoubleBound,0,1
R0200241,DoubleBound,0,1
R0200454,DoubleBound,0,1
R0302838,DoubleBound,0,1
R0301669,DoubleBound,0,1
R0100287,DoubleBound,0,0.5
R0200855,DoubleBound,0,1
R0402226,DoubleBound,0,8
R0200182,DoubleBound,0,1
R0200707,DoubleBound,0,1
R0201824,DoubleBound,0,1
R0200515,DoubleBound,0,1
R0100361,DoubleBound,0,0.5
R0300834,DoubleBound,0,1
R0202787,DoubleBound,0,1
R0300078,DoubleBound,0,1
R0102774,DoubleBound,0,1
R0102524,DoubleBound,0,1
R0202360,DoubleBound,0,1
R0300434,DoubleBound,0,1
R0100393,DoubleBound,0,0.5
R0102541,DoubleBound,0,1
R0102161,DoubleBound,0,1
R0300903,DoubleBound,0,1
R0100295,DoubleBound,0,0.5
R0102813,DoubleBound,0,1
R0102282,DoubleBound,0,1
R0102117,DoubleBound,0,1
R0202974,DoubleBound,0,1
R0201678,DoubleBound,0,1
R0102334,DoubleBound,0,1
R0202605,DoubleBound,0,1
R0101176,DoubleBound,0,0.5
R0101003,DoubleBound,0,0.5
R0202275,DoubleBound,0,1
R0301950,DoubleBound,0,1
R0302025,DoubleBound,0,1
R0402863,DoubleBound,0,8
R0201652,DoubleBound,0,1
R0200978,DoubleBound,0,1
R0202752,DoubleBound,0,1
R0402810,DoubleBound,0,8
R0101859,DoubleBound,0,1
R0300670,DoubleBound,0,1
R0202566,DoubleBound,0,1
R0102333,DoubleBound,0,1
R0200383,DoubleBound,0,1
R0301976,DoubleBound,0,1
R0101675,DoubleBound,0,1
R0101592,DoubleBound,0,1
R0401865,DoubleBound,0,8
R0402319,DoubleBound,0,8
R0102999,DoubleBound,0,1
R0101832,DoubleBound,0,1
R0302145,DoubleBound,0,1
R0200123,DoubleBound,0,1
R0102716,DoubleBound,0,1
R0202833,DoubleBound,0,1
R0301869,DoubleBound,0,1
R0302305,DoubleBound,0,1
R0102281,DoubleBound,0,1
R0402201,DoubleBound,0,8
R0202129,DoubleBound,0,1
R0402870,DoubleBound,0,8
R0300725,DoubleBound,0,1
R0202323,DoubleBound,0,1
R0402374,DoubleBound,0,8
R0300259,DoubleBound,0,1
R0202727,DoubleBound,0,1
R0200076,DoubleBound,0,1
R0200102,DoubleBound,0,1
R0202170,DoubleBound,0,1
R0402836,DoubleBound,0,8
R0100826,DoubleBound,0,0.5
R0200828,DoubleBound,0,1
R0401896,DoubleBound,0,8
R0202965,DoubleBound,0,1
R0201088,DoubleBound,0,1
R0401719,DoubleBound,0,8
R0202599,DoubleBound,0,1
R0201953,DoubleBound,0,1
R0301383,DoubleBound,0,1
R0101461,DoubleBound,0,0.5
R0300190,DoubleBound,0,1
R0202163,DoubleBound,0,1
R0301235,DoubleBound,0,1
R0301605,DoubleBound,0,1
R0302536,DoubleBound,0,1
R0402558,DoubleBound,0,8
R0301941,DoubleBound,0,1
R0402051,DoubleBound,0,8
R0202100,DoubleBound,0,1
R0200695,DoubleBound,0,1
R0202116,DoubleBound,0,1
R0402908,DoubleBound,0,8
R0301300,DoubleBound,0,1
R0301039,DoubleBound,0,1
R0401627,DoubleBound,0,8
R0302385,DoubleBound,0,1
R0201491,DoubleBound,0,1
R0201296,DoubleBound,0,1
R0201451,DoubleBound,0,1
R0101112,DoubleBound,0,0.5
R0202970,DoubleBound,0,1
R0101822,DoubleBound,0,1
R0202044,DoubleBound,0,1
R0102396,DoubleBound,0,1
R0200238,DoubleBound,0,1
R0402687,DoubleBound,0,8
R0100196,DoubleBound,0,0.5
R0300303,DoubleBound,0,1
R0300624,DoubleBound,0,1
R0101027,DoubleBound,0,0.5
R0201946,DoubleBound,0,1
R0402087,DoubleBound,0,8
R0102664,DoubleBound,0,1
R0102280,DoubleBound,0,1
R0402386,DoubleBound,0,8
R0402657,DoubleBound,0,8
R0300011,DoubleBound,0,1
R0302856,DoubleBound,0,1
R0402607,DoubleBound,0,8
R0100950,DoubleBound,0,0.5
R0300442,DoubleBound,0,1
R0201512,DoubleBound,0,1
R0402778,DoubleBound,0,8
R0300762,DoubleBound,0,1
R0201496,DoubleBound,0,1
R0301412,DoubleBound,0,1
R0101332,DoubleBound,0,0.5
R0102374,DoubleBound,0,1
R0102566,DoubleBound,0,1
R0201748,DoubleBound,0,1
R0200263,DoubleBound,0,1
R0401758,DoubleBound,0,8
R0102910,DoubleBound,0,1
R0402872,DoubleBound,0,8
R0102734,DoubleBound,0,1
R0200178,DoubleBound,0,1
R0300231,DoubleBound,0,1
R0302004,DoubleBound,0,1
R0202281,DoubleBound,0,1
R0102779,DoubleBound,0,1
R0301436,DoubleBound,0,1
R0401869,DoubleBound,0,8
R0102395,DoubleBound,0,1
R0300964,DoubleBound,0,1
R0301068,DoubleBound,0,1
R0200418,DoubleBound,0,1
R0200286,DoubleBound,0,1
R0302471,DoubleBound,0,1
R0201551,DoubleBound,0,1
R0100788,DoubleBound,0,0.5
R0402188,DoubleBound,0,8
R0201341,DoubleBound,0,1
R0402137,DoubleBound,0,8
R0100772,DoubleBound,0,0.5
R0302493,DoubleBound,0,1
R0101574,DoubleBound,0,1
R0201991,DoubleBound,0,1
R0302565,DoubleBound,0,1
R0302295,DoubleBound,0,1
R0302310,DoubleBound,0,1
R0100857,DoubleBound,0,0.5
R0302214,DoubleBound,0,1
R0102264,DoubleBound,0,1
R0300878,DoubleBound,0,1
R0300659,DoubleBound,0,1
R0201269,DoubleBound,0,1
R0102509,DoubleBound,0,1
R0201110,DoubleBound,0,1
R0302843,DoubleBound,0,1
R0201182,DoubleBound,0,1
R0201260,DoubleBound,0,1
R0201899,DoubleBound,0,1
R0300215,DoubleBound,0,1
R0300128,DoubleBound,0,1
R0102719,DoubleBound,0,1
R0102501,DoubleBound,0,1
R0101577,DoubleBound,0,1
R0401920,DoubleBound,0,8
R0101950,DoubleBound,0,1
R0100749,DoubleBound,0,0.5
R0202509,DoubleBound,0,1
R0302752,DoubleBound,0,1
R0102824,DoubleBound,0,1
R0101387,DoubleBound,0,0.5
R0201766,DoubleBound,0,1
R0300080,DoubleBound,0,1
R0402377,DoubleBound,0,8
R0402157,DoubleBound,0,8
R0200920,DoubleBound,0,1
R0301344,DoubleBound,0,1
R0201320,DoubleBound,0,1
R0200413,DoubleBound,0,1
R0401982,DoubleBound,0,8
R0302819,DoubleBound,0,1
R0102976,DoubleBound,0,1
R0202097,DoubleBound,0,1
R0200046,DoubleBound,0,1
R0101025,DoubleBound,0,0.5
R0301091,DoubleBound,0,1
R0301553,DoubleBound,0,1
R0300267,DoubleBound,0,1
R0300175,DoubleBound,0,1
R0202209,DoubleBound,0,1
R0101546,DoubleBound,0,1
R0301156,DoubleBound,0,1
R0102880,DoubleBound,0,1
R0100127,DoubleBound,0,0.5
R0200236,DoubleBound,0,1
R0302476,DoubleBound,0,1
R0402532,DoubleBound,0,8
R0402916,DoubleBound,0,8
R0102840,DoubleBound,0,1
R0102864,DoubleBound,0,1
R0300760,DoubleBound,0,1
R0300228,DoubleBound,0,1
R0300279,DoubleBound,0,1
R0101092,DoubleBound,0,0.5
R0200011,DoubleBound,0,1
R0401742,DoubleBound,0,8
R0102172,DoubleBound,0,1
R0402767,DoubleBound,0,8
R0100502,DoubleBound,0,0.5
R0200384,DoubleBound,0,1
R0301682,DoubleBound,0,1
R0202903,DoubleBound,0,1
R0200044,DoubleBound,0,1
R0401935,DoubleBound,0,8
R0302619,DoubleBound,0,1
R0200116,DoubleBound,0,1
R0200300,DoubleBound,0,1
R0202332,DoubleBound,0,1
R0101501,DoubleBound,0,1
R0300268,DoubleBound,0,1
R0300886,DoubleBound,0,1
R0101602,DoubleBound,0,1
R0200139,DoubleBound,0,1
R0200423,DoubleBound,0,1
R0301687,DoubleBound,0,1
R0102409,DoubleBound,0,1
R0302555,DoubleBound,0,1
R0102975,DoubleBound,0,1
R0300962,DoubleBound,0,1
R0101282,DoubleBound,0,0.5
R0102246,DoubleBound,0,1
R0100368,DoubleBound,0,0.5
R0100541,DoubleBound,0,0.5
R0101165,DoubleBound,0,0.5
R0301816,DoubleBound,0,1
R0302127,DoubleBound,0,1
R0302551,DoubleBound,0,1
R0402693,DoubleBound,0,8
R0300976,DoubleBound,0,1
R0100410,DoubleBound,0,0.5
R0202154,DoubleBound,0,1
R0302727,DoubleBound,0,1
R0402792,DoubleBound,0,8
R0300944,DoubleBound,0,1
R0101811,DoubleBound,0,1
R0102804,DoubleBound,0,1
R0301101,DoubleBound,0,1
R0402202,DoubleBound,0,8
R0100797,DoubleBound,0,0.5
R0302795,DoubleBound,0,1
R0200957,DoubleBound,0,1
R0301443,DoubleBound,0,1
R0102491,DoubleBound,0,1
R0300224,DoubleBound,0,1
R0301589,DoubleBound,0,1
R0301028,DoubleBound,0,1
R0402260,DoubleBound,0,8
R0402384,DoubleBound,0,8
R0102106,DoubleBound,0,1
R0402619,DoubleBound,0,8
R0201843,DoubleBound,0,1
R0401974,DoubleBound,0,8
R0201198,DoubleBound,0,1
R0302301,DoubleBound,0,1
R0302621,DoubleBound,0,1
R0302945,DoubleBound,0,1
R0200049,DoubleBound,0,1
R0102505,DoubleBound,0,1
R0100465,DoubleBound,0,0.5
R0202646,DoubleBound,0,1
R0300472,DoubleBound,0,1
R0201210,DoubleBound,0,1
R0401979,DoubleBound,0,8
R0202874,DoubleBound,0,1
R0302126,DoubleBound,0,1
R0101856,DoubleBound,0,1
R0101752,DoubleBound,0,1
R0202184,DoubleBound,0,1
R0101119,DoubleBound,0,0.5
R0300523,DoubleBound,0,1
R0300240,DoubleBound,0,1
R0301727,DoubleBound,0,1
R0402369,DoubleBound,0,8
R0102091,DoubleBound,0,1
R0300644,DoubleBound,0,1
R0301892,DoubleBound,0,1
R0201497,DoubleBound,0,1
R0201036,DoubleBound,0,1
R0200094,DoubleBound,0,1
R0300627,DoubleBound,0,1
R0202255,DoubleBound,0,1
R0402144,DoubleBound,0,8
R0202302,DoubleBound,0,1
R0202611,DoubleBound,0,1
R0200659,DoubleBound,0,1
R0301213,DoubleBound,0,1
R0100662,DoubleBound,0,0.5
R0402614,DoubleBound,0,8
R0201696,DoubleBound,0,1
R0101649,DoubleBound,0,1
R0300858,DoubleBound,0,1
R0300724,DoubleBound,0,1
R0300172,DoubleBound,0,1
R0200426,DoubleBound,0,1
R0202925,DoubleBound,0,1
R0101926,DoubleBound,0,1
R0200451,DoubleBound,0,1
R0300564,DoubleBound,0,1
R0200623,DoubleBound,0,1
R0300769,DoubleBound,0,1
R0100758,DoubleBound,0,0.5
R0401847,DoubleBound,0,8
R0401642,DoubleBound,0,8
R0300738,DoubleBound,0,1
R0301894,DoubleBound,0,1
R0301632,DoubleBound,0,1
R0302348,DoubleBound,0,1
R0302462,DoubleBound,0,1
R0102424,DoubleBound,0,1
R0300828,DoubleBound,0,1
R0201256,DoubleBound,0,1
R0401703,DoubleBound,0,8
R0301781,DoubleBound,0,1
R0300743,DoubleBound,0,1
R0101363,DoubleBound,0,0.5
R0301821,DoubleBound,0,1
R0100090,DoubleBound,0,0.5
R0100952,DoubleBound,0,0.5
R0301210,DoubleBound,0,1
R0300008,DoubleBound,0,1
R0100146,DoubleBound,0,0.5
R0200576,DoubleBound,0,1
R0100492,DoubleBound,0,0.5
R0200976,DoubleBound,0,1
R0302089,DoubleBound,0,1
R0402056,DoubleBound,0,8
R0200822,DoubleBound,0,1
R0302122,DoubleBound,0,1
R0101286,DoubleBound,0,0.5
R0402828,DoubleBound,0,8
R0100605,DoubleBound,0,0.5
R0201940,DoubleBound,0,1
R0200739,DoubleBound,0,1
R0300616,DoubleBound,0,1
R0201344,DoubleBound,0,1
R0202294,DoubleBound,0,1
R0201629,DoubleBound,0,1
R0301450,DoubleBound,0,1
R0101678,DoubleBound,0,1
R0101318,DoubleBound,0,0.5
R0300708,DoubleBound,0,1
R0302170,DoubleBound,0,1
R0402781,DoubleBound,0,8
R0301194,DoubleBound,0,1
R0102244,DoubleBound,0,1
R0300494,DoubleBound,0,1
R0102899,DoubleBound,0,1
R0302867,DoubleBound,0,1
R0101780,DoubleBound,0,1
R0301242,DoubleBound,0,1
R0102862,DoubleBound,0,1
R0200050,DoubleBound,0,1
R0200614,DoubleBound,0,1
R0100576,DoubleBound,0,0.5
R0301050,DoubleBound,0,1
R0101205,DoubleBound,0,0.5
R0402053,DoubleBound,0,8
R0301162,DoubleBound,0,1
R0402194,DoubleBound,0,8
R0202799,DoubleBound,0,1
R0402175,DoubleBound,0,8
R0102558,DoubleBound,0,1
R0301049,DoubleBound,0,1
R0200160,DoubleBound,0,1
R0201291,DoubleBound,0,1
R0101652,DoubleBound,0,1
R0200410,DoubleBound,0,1
R0300071,DoubleBound,0,1
R0200114,DoubleBound,0,1
R0100621,DoubleBound,0,0.5
R0402017,DoubleBound,0,8
R0300311,DoubleBound,0,1
R0102472,DoubleBound,0,1
R0202473,DoubleBound,0,1
R0100814,DoubleBound,0,0.5
R0100493,DoubleBound,0,0.5
R0100760,DoubleBound,0,0.5
R0100571,DoubleBound,0,0.5
R0100628,DoubleBound,0,0.5
R0402493,DoubleBound,0,8
R0101174,DoubleBound,0,0.5
R0301357,DoubleBound,0,1
R0300464,DoubleBound,0,1
R0301278,DoubleBound,0,1
R0300044,DoubleBound,0,1
R0300136,DoubleBound,0,1
R0101146,DoubleBound,0,0.5
R0300498,DoubleBound,0,1
R0300233,DoubleBound,0,1
R0200633,DoubleBound,0,1
R0100016,DoubleBound,0,0.5
R0100990,DoubleBound,0,0.5
R0301396,DoubleBound,0,1
R0100338,DoubleBound,0,0.5
R0201675,DoubleBound,0,1
R0201339,DoubleBound,0,1
R0201442,DoubleBound,0,1
R0401925,DoubleBound,0,8
R0301928,DoubleBound,0,1
R0402208,DoubleBound,0,8
R0402465,DoubleBound,0,8
R0202885,DoubleBound,0,1
R0102988,DoubleBound,0,1
R0102050,DoubleBound,0,1
R0402883,DoubleBound,0,8
R0402612,DoubleBound,0,8
R0402042,DoubleBound,0,8
R0300241,DoubleBound,0,1
R0100893,DoubleBound,0,0.5
R0301484,DoubleBound,0,1
R0301202,DoubleBound,0,1
R0100377,DoubleBound,0,0.5
R0102493,DoubleBound,0,1
R0101478,DoubleBound,0,0.5
R0302022,DoubleBound,0,1
R0201178,DoubleBound,0,1
R0102015,DoubleBound,0,1
R0200284,DoubleBound,0,1
R0102346,DoubleBound,0,1
R0202297,DoubleBound,0,1
R0300210,DoubleBound,0,1
R0301764,DoubleBound,0,1
R0102547,DoubleBound,0,1
R0201902,DoubleBound,0,1
R0101376,DoubleBound,0,0.5
R0201934,DoubleBound,0,1
R0300839,DoubleBound,0,1
R0300871,DoubleBound,0,1
R0300887,DoubleBound,0,1
R0401536,DoubleBound,0,8
R0302404,DoubleBound,0,1
R0302937,DoubleBound,0,1
R0102484,DoubleBound,0,1
R0101159,DoubleBound,0,0.5
R0302902,DoubleBound,0,1
R0202886,DoubleBound,0,1
R0201731,DoubleBound,0,1
R0202442,DoubleBound,0,1
R0402126,DoubleBound,0,8
R0100278,DoubleBound,0,0.5
R0300891,DoubleBound,0,1
R0201136,DoubleBound,0,1
R0101199,DoubleBound,0,0.5
R0100586,DoubleBound,0,0.5
R0202524,DoubleBound,0,1
R0101360,DoubleBound,0,0.5
R0201386,DoubleBound,0,1
R0401823,DoubleBound,0,8
R0202158,DoubleBound,0,1
R0301201,DoubleBound,0,1
R0200895,DoubleBound,0,1
R0100796,DoubleBound,0,0.5
R0102030,DoubleBound,0,1
R0100346,DoubleBound,0,0.5
R0301139,DoubleBound,0,1
R0402754,DoubleBound,0,8
R0402023,DoubleBound,0,8
R0201631,DoubleBound,0,1
R0302147,DoubleBound,0,1
R0402486,DoubleBound,0,8
R0302567,DoubleBound,0,1
R0302681,DoubleBound,0,1
R0202739,DoubleBound,0,1
R0302816,DoubleBound,0,1
R0200794,DoubleBound,0,1
R0302495,DoubleBound,0,1
R0301246,DoubleBound,0,1
R0202066,DoubleBound,0,1
R0300219,DoubleBound,0,1
R0302912,DoubleBound,0,1
R0200016,DoubleBound,0,1
R0302298,DoubleBound,0,1
R0100694,DoubleBound,0,0.5
R0301428,DoubleBound,0,1
R0302197,DoubleBound,0,1
R0101937,DoubleBound,0,1
R0201663,DoubleBound,0,1
R0101667,DoubleBound,0,1
R0100302,DoubleBound,0,0.5
R0300216,DoubleBound,0,1
R0101743,DoubleBound,0,1
R0102574,DoubleBound,0,1
R0202541,DoubleBound,0,1
R0302869,DoubleBound,0,1
R0101130,DoubleBound,0,0.5
R0101292,DoubleBound,0,0.5
R0301502,DoubleBound,0,1
R0300222,DoubleBound,0,1
R0200513,DoubleBound,0,1
R0402684,DoubleBound,0,8
R0300913,DoubleBound,0,1
R0100371,DoubleBound,0,0.5
R0202919,DoubleBound,0,1
R0300431,DoubleBound,0,1
R0100553,DoubleBound,0,0.5
R0302596,DoubleBound,0,1
R0102861,DoubleBound,0,1
R0202944,DoubleBound,0,1
R0300829,DoubleBound,0,1
R0302620,DoubleBound,0,1
R0200560,DoubleBound,0,1
R0100860,DoubleBound,0,0.5
R0402170,DoubleBound,0,8
R0200671,DoubleBound,0,1
R0301398,DoubleBound,0,1
R0101117,DoubleBound,0,0.5
R0200936,DoubleBound,0,1
R0201525,DoubleBound,0,1
R0301530,DoubleBound,0,1
R0201982,DoubleBound,0,1
R0300663,DoubleBound,0,1
R0202022,DoubleBound,0,1
R0101882,DoubleBound,0,1
